iter	Logloss
1513	0.3654056948
1514	0.365378607
1515	0.3653480625
1516	0.365318275
1517	0.3652869825
1518	0.3652593307
1519	0.3652316988
1520	0.3651987225
1521	0.3651706837
1522	0.3651448035
1523	0.3651210421
1524	0.3650854606
1525	0.365058347
1526	0.3650363598
1527	0.3649997424
1528	0.3649745179
1529	0.3649465639
1530	0.3649082362
1531	0.3648925501
1532	0.3648489155
1533	0.3648199297
1534	0.3648017552
1535	0.3647832841
1536	0.3647536604
1537	0.3647359574
1538	0.3647036009
1539	0.3646563018
1540	0.3645977471
1541	0.3645586607
1542	0.3645273322
1543	0.364495891
1544	0.3644770925
1545	0.3644379584
1546	0.3644083843
1547	0.3643834737
1548	0.3643450824
1549	0.3643218224
1550	0.3642911526
1551	0.3642451836
1552	0.3642280185
1553	0.3642094905
1554	0.3641729237
1555	0.3641323964
1556	0.3640892227
1557	0.3640473969
1558	0.3640110662
1559	0.3639570709
1560	0.3639202278
1561	0.3638844963
1562	0.3638407792
1563	0.3638041887
1564	0.3637808589
1565	0.363723873
1566	0.3636945658
1567	0.3636661589
1568	0.363652406
1569	0.3636301785
1570	0.3635980495
1571	0.3635653985
1572	0.3635353866
1573	0.3634925625
1574	0.3634514931
1575	0.3634128772
1576	0.3633936485
1577	0.3633540656
1578	0.3633221043
1579	0.3633007754
1580	0.3632831231
1581	0.3632406781
1582	0.3632012911
1583	0.3631633398
1584	0.3631371541
1585	0.3630985685
1586	0.3630453418
1587	0.3630089643
1588	0.3629657773
1589	0.3629272399
1590	0.362898765
1591	0.3628702214
1592	0.3628196289
1593	0.362771396
1594	0.3627352159
1595	0.3627060866
1596	0.362666542
1597	0.3626425648
1598	0.3626154818
1599	0.3625959459
1600	0.362567124
1601	0.3625484242
1602	0.3625204457
1603	0.362486498
1604	0.3624479558
1605	0.3624142362
1606	0.3623817041
1607	0.3623437864
1608	0.3623141553
1609	0.362282945
1610	0.362251692
1611	0.3622161495
1612	0.3621835629
1613	0.3621523083
1614	0.3621181117
1615	0.3620814952
1616	0.3620406269
1617	0.3620005282
1618	0.3619757612
1619	0.3619343131
1620	0.3619013733
1621	0.3618589084
1622	0.3618232202
1623	0.3618026125
1624	0.3617696389
1625	0.3617380404
1626	0.3617162402
1627	0.3616868726
1628	0.3616571983
1629	0.3616281309
1630	0.3616049699
1631	0.3615554925
1632	0.3615168693
1633	0.3614845718
1634	0.3614532579
1635	0.3614358424
1636	0.3614024781
1637	0.3613600078
1638	0.3613341684
1639	0.3613089607
1640	0.3612953663
1641	0.3612712769
1642	0.3612413378
1643	0.3612099333
1644	0.3611654382
1645	0.3611147168
1646	0.3610735031
1647	0.3610225724
1648	0.3609963313
1649	0.3609701508
1650	0.3609255867
1651	0.3608893575
1652	0.3608434402
1653	0.3608130717
1654	0.3607732619
1655	0.3607279685
1656	0.3607053202
1657	0.3606745484
1658	0.3606302833
1659	0.3606094984
1660	0.3605847644
1661	0.3605579812
1662	0.3605284883
1663	0.3605007753
1664	0.3604692749
1665	0.3604486915
1666	0.3604025558
1667	0.3603856258
1668	0.3603588699
1669	0.3603350005
1670	0.3602996124
1671	0.3602679051
1672	0.3602309525
1673	0.3601939513
1674	0.3601761719
1675	0.3601462084
1676	0.3601261163
1677	0.3600876128
1678	0.360051876
1679	0.3600143802
1680	0.3599834659
1681	0.3599470806
1682	0.3599141707
1683	0.3598951675
1684	0.3598544948
1685	0.3598309351
1686	0.3598010626
1687	0.3597770694
1688	0.3597644444
1689	0.3597363053
1690	0.3597086558
1691	0.3596743614
1692	0.3596399123
1693	0.3596100778
1694	0.3595733064
1695	0.359523425
1696	0.3594870754
1697	0.3594597533
1698	0.3594376194
1699	0.3594109111
1700	0.359371864
1701	0.3593457373
1702	0.3593077159
1703	0.3592689503
1704	0.3592343347
1705	0.3592105478
1706	0.35917576
1707	0.35913985
1708	0.3591122496
1709	0.3590722813
1710	0.3590408168
1711	0.3590173828
1712	0.3589872782
1713	0.3589422552
1714	0.3589111459
1715	0.3588855875
1716	0.3588564357
1717	0.358823638
1718	0.3587892802
1719	0.358734715
1720	0.358706693
1721	0.3586746237
1722	0.3586437698
1723	0.358607958
1724	0.3585805609
1725	0.3585464765
1726	0.3585088507
1727	0.3584734387
1728	0.3584463777
1729	0.3584241243
1730	0.3583929147
1731	0.3583539023
1732	0.3583200845
1733	0.3582920072
1734	0.3582736
1735	0.3582373645
1736	0.3582027726
1737	0.3581611233
1738	0.358125286
1739	0.3581017406
1740	0.3580696629
1741	0.3580511806
1742	0.3580252892
1743	0.3579953225
1744	0.3579474105
1745	0.3579206815
1746	0.357881525
1747	0.3578602735
1748	0.3578258406
1749	0.3577898115
1750	0.3577510843
1751	0.357699518
1752	0.3576713196
1753	0.3576418932
1754	0.3576129669
1755	0.3575783377
1756	0.357555695
1757	0.357519878
1758	0.35749699
1759	0.3574641356
1760	0.357426396
1761	0.3573899876
1762	0.3573557318
1763	0.3573141609
1764	0.3572801307
1765	0.3572492053
1766	0.3572223144
1767	0.3571928175
1768	0.3571557588
1769	0.357130427
1770	0.3571132556
1771	0.3570966545
1772	0.3570695579
1773	0.3570360618
1774	0.3570019431
1775	0.3569613771
1776	0.3569276578
1777	0.3568989131
1778	0.3568796213
1779	0.3568476596
1780	0.3568160595
1781	0.3568009662
1782	0.3567757707
1783	0.3567443571
1784	0.3567017645
1785	0.3566745087
1786	0.3566443924
1787	0.3566182164
1788	0.3565703642
1789	0.3565482793
1790	0.3565223782
1791	0.3564984118
1792	0.3564714545
1793	0.3564390901
1794	0.3564079685
1795	0.3563829501
1796	0.3563554729
1797	0.3563303266
1798	0.3562971959
1799	0.3562736118
1800	0.3562429945
1801	0.3562094808
1802	0.3561636893
1803	0.3561271082
1804	0.3561033022
1805	0.3560717255
1806	0.3560532127
1807	0.3560216856
1808	0.3559764364
1809	0.3559420074
1810	0.3559144862
1811	0.3558774793
1812	0.3558529418
1813	0.3558035269
1814	0.3557656777
1815	0.3557281843
1816	0.3556937567
1817	0.3556595285
1818	0.3556315443
1819	0.3555673501
1820	0.3555357958
1821	0.3555104846
1822	0.3554889851
1823	0.355459225
1824	0.355417077
1825	0.3553766917
1826	0.3553434067
1827	0.3553228482
1828	0.3552957411
1829	0.3552710126
1830	0.3552359877
1831	0.355205947
1832	0.3551818322
1833	0.3551561312
1834	0.3551307891
1835	0.3551015454
1836	0.3550751426
1837	0.3550510573
1838	0.355010753
1839	0.3549695223
1840	0.3549440988
1841	0.3549205286
1842	0.3549021123
1843	0.3548704555
1844	0.3548319639
1845	0.3547919062
1846	0.3547672058
1847	0.354752987
1848	0.3547145904
1849	0.3546922206
1850	0.354681476
1851	0.3546500159
1852	0.3546108943
1853	0.3545737159
1854	0.3545468452
1855	0.3545158218
1856	0.3545003108
1857	0.3544635927
1858	0.3544366178
1859	0.3544043127
1860	0.3543793614
1861	0.3543515941
1862	0.3543250308
1863	0.3543048699
1864	0.3542687919
1865	0.35423033
1866	0.3542105291
1867	0.3541889759
1868	0.3541569141
1869	0.3541298248
1870	0.3540918488
1871	0.3540671002
1872	0.3540243389
1873	0.3539909848
1874	0.3539485131
1875	0.3539133384
1876	0.3538921643
1877	0.3538744438
1878	0.353849945
1879	0.3538159924
1880	0.3537964725
1881	0.3537889919
1882	0.3537573104
1883	0.3537138827
1884	0.353678353
1885	0.353659786
1886	0.3536288391
1887	0.3535967532
1888	0.3535676274
1889	0.3535169487
1890	0.3534902788
1891	0.3534671432
1892	0.3534365396
1893	0.353409243
1894	0.3533785399
1895	0.3533523457
1896	0.3533331579
1897	0.3533013788
1898	0.3532736824
1899	0.3532373327
1900	0.3531964136
1901	0.3531617901
1902	0.3531347481
1903	0.3531085364
1904	0.3530859961
1905	0.3530561444
1906	0.3530229321
1907	0.3529894676
1908	0.3529564575
1909	0.3529233389
1910	0.3528980046
1911	0.352866213
1912	0.3528367349
1913	0.3528194701
1914	0.3528048926
1915	0.3527890683
1916	0.3527568624
1917	0.3527329914
1918	0.3527188359
1919	0.3526963063
1920	0.352667498
1921	0.3526427053
1922	0.3526152515
1923	0.3525840101
1924	0.3525598721
1925	0.3525295241
1926	0.3525049854
1927	0.352476952
1928	0.3524475773
1929	0.3524251636
1930	0.3523956745
1931	0.3523647208
1932	0.3523339412
1933	0.3523055585
1934	0.3522754624
1935	0.3522477173
1936	0.352215935
1937	0.3521807465
1938	0.3521405173
1939	0.3521171598
1940	0.3520812899
1941	0.3520512686
1942	0.3520279137
1943	0.3520037723
1944	0.3519735289
1945	0.3519449274
1946	0.3519081512
1947	0.3518774448
1948	0.3518393845
1949	0.3518066498
1950	0.3517793987
1951	0.3517430852
1952	0.3517165322
1953	0.3516804786
1954	0.351656859
1955	0.3516367645
1956	0.3516013182
1957	0.3515757304
1958	0.3515439387
1959	0.3515072998
1960	0.3514903633
1961	0.3514686106
1962	0.3514567323
1963	0.3514258025
1964	0.3513976417
1965	0.3513509214
1966	0.3512931158
1967	0.3512613745
1968	0.3512311489
1969	0.3512062591
1970	0.3511790543
1971	0.3511489442
1972	0.3511317067
1973	0.3511114404
1974	0.3510936473
1975	0.3510660311
1976	0.351036375
1977	0.3510021294
1978	0.3509764742
1979	0.3509347621
1980	0.3509178706
1981	0.3508831473
1982	0.3508660258
1983	0.350831833
1984	0.3508055078
1985	0.3507861054
1986	0.3507725488
1987	0.3507496435
1988	0.3507213208
1989	0.3506969954
1990	0.3506712631
1991	0.3506399208
1992	0.350622304
1993	0.3505946103
1994	0.350580837
1995	0.3505530233
1996	0.3505150189
1997	0.3504770038
1998	0.3504348504
1999	0.3504051327
